,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Items,Owners,Floor_Price,Twitter_Page_Followers,Twitter_Page_Following,Twitter_Page_Is_Verified,Twitter_Page_Creation_Date,Max_Twitter_Retweets,Max_Twitter_Replies,Max_Twitter_Likes,Max_Twitter_Quotes,Collection_Creation_Date,Collection_30_Day_Volume,Collection_Listing_Status,Collection_Traits_count
152,Alembic League of Crucible Holders (ALCH),1,0,0,0,0,0,0,0,0,25,19.0,0.333,1016.0,469.0,False,04/11/2021,18,10,33,3,2021-09-28,0.25,not_requested,59.0
153,Alessio Miraglia NFT Collection,1,0,0,0,0,0,0,0,0,9,3.0,0.015,2686.0,1923.0,False,06/06/2014,2,2,6,1,2021-11-14,0.0507,not_requested,0.0
154,Alex Lavrov Art,1,0,0,0,0,0,0,0,0,76,140.0,0.04,1439.0,1183.0,False,02/28/2013,15,11,80,7,2021-07-22,0.7849999999999999,verified,128.0
155,Alex Qian - Chicago Origins - Collection of 50 Unique Stories,0,0,0,0,1,0,0,0,0,50,36.0,0.15,7436.0,2887.0,False,07/30/2017,27,26,327,4,2021-07-14,0.295,not_requested,0.0
156,Alex Solis,1,0,0,0,0,0,0,0,0,981,87.0,0.099,7096.0,318.0,False,10/16/2013,78,24,198,12,2021-04-05,0.41,verified,0.0
157,Alice Through the Looking Glass,1,0,0,0,0,0,0,0,0,41,15.0,0.003,1136.0,932.0,False,11/24/2013,58,11,492,8,2021-06-02,0.023,not_requested,0.0
158,Alien Ape Mining Club,0,1,0,0,0,0,0,0,0,1100,370.0,0.003,1523.0,2.0,False,11/19/2021,53,21,54,3,2021-11-26,0.3643389000000003,not_requested,138.0
159,Alien Archetypes,0,1,0,0,0,0,0,0,0,247,45.0,0.01,85.0,1.0,False,12/07/2021,16,7,22,4,2021-12-14,0.0098999999999999,not_requested,103.0
160,Alien Avatar,1,0,0,0,0,0,0,0,0,290,118.0,0.05,743.0,510.0,False,03/28/2021,39,42,55,5,2021-06-22,0.679,not_requested,6.0
161,Alien Fantasy Worlds,1,0,0,0,0,0,0,0,0,10,4.0,0.013,9407.0,7323.0,False,02/23/2018,14,86,236,1,2021-12-11,0.065,not_requested,10.0
162,Alien Genesys,1,1,0,0,0,0,0,0,0,333,236.0,0.04,2539.0,334.0,False,10/13/2021,58,25,80,30,2021-11-11,12.933799999999994,not_requested,55.0
163,Alien Insects by Shvembldr,1,0,0,0,0,0,0,0,0,1000,445.0,0.285,15490.0,427.0,False,03/15/2015,20,18,334,3,2021-08-24,26.500100000000018,verified,996.0
164,Alien Wizard Early Works,0,1,0,0,0,0,0,0,0,11,5.0,0.015,13.0,21.0,False,11/23/2021,1,2,5,0,2021-12-15,0.019,not_requested,9.0
165,Aliens Nation NFT,1,0,0,0,0,0,0,0,0,9000,340.0,0.001,470.0,238.0,False,09/01/2021,5,5,8,1,2021-09-24,0.0142692090167516,not_requested,628.0
166,Alisha Anglin Art,1,0,0,0,0,0,0,0,0,112,39.0,0.08,2639.0,1970.0,False,10/02/2017,6,6,20,2,2021-03-16,0.32,not_requested,0.0
167,All Around Artsy,1,0,0,0,0,0,0,0,0,35,85.0,0.15,13471.0,4230.0,False,08/26/2013,22,39,133,3,2021-08-30,1.38,not_requested,0.0
168,All Punks,1,0,0,0,0,0,0,0,0,195,16.0,0.005,935.0,1925.0,False,02/26/2011,3,2,7,2,2021-10-30,0.036,not_requested,0.0
169,AllStar Punks,0,0,0,0,0,1,0,0,0,104,15.0,0.024,40.0,3.0,False,05/20/2021,10,3,9,5,2021-07-07,0.13,not_requested,151.0
170,AllStarFreaks,0,0,0,0,0,1,1,0,0,603,217.0,0.23,3890.0,864.0,False,03/18/2021,10,12,25,3,2021-03-20,16.238234030728083,verified,2787.0
171,Alliance.X,0,1,0,0,0,0,0,0,0,1,92.0,0.06,65451.0,370.0,False,09/02/2020,788,23,570,14,2021-09-14,0.0913007999999999,not_requested,9.0
172,Almost Fancy Glyphs,1,0,0,0,0,0,0,0,0,2,29.0,0.1,797.0,217.0,False,07/24/2021,44,52,40,7,2021-08-01,0.01,not_requested,0.0
173,Alpaca City,0,1,0,0,0,0,0,0,0,25400,1900.0,0.01,43344.0,139.0,False,10/02/2020,14886,2732,9853,1406,2020-10-25,0.5549693450000002,verified,179.0
174,Alpaca Go Go,1,0,0,0,0,0,0,0,0,18,16.0,0.09,1989.0,541.0,False,01/24/2020,7,16,89,2,2021-09-29,0.269,not_requested,56.0
175,Alpha Girl Club,0,1,0,0,0,0,0,0,0,8300,3900.0,0.045,20057.0,76.0,False,08/26/2021,231,252,1124,84,2021-12-02,1972.6123038134351,approved,470.0
176,Alpha League,0,1,0,0,0,0,0,0,0,100,21.0,0.07,152.0,165.0,False,09/25/2021,7,8,17,2,2021-09-12,0.8017999999999998,approved,720.0
177,Alpha-Zeta,0,1,0,0,0,0,0,0,0,27,3.0,0.01,2823.0,2634.0,False,11/04/2012,15,33,126,2,2021-09-01,0.02,not_requested,0.0
178,Alphabetum,0,1,0,0,0,0,0,0,0,68,5.0,0.005,647.0,465.0,False,10/18/2021,34,12,50,2,2021-10-22,0.085,not_requested,31.0
179,Alpine Glow,0,0,0,0,1,0,0,0,0,10,8.0,0.5,7276.0,1240.0,False,11/29/2020,3,4,21,2,2021-11-03,0.6000000000000001,not_requested,0.0
180,Alpine Shades,0,0,0,0,1,0,0,0,0,58,119.0,0.058,18948.0,1359.0,False,10/07/2020,7,4,28,1,2021-08-24,0.988,approved,94.0
181,Alpine Textures,1,0,0,0,0,0,0,0,0,10,6.0,0.1,18948.0,1359.0,False,10/07/2020,7,4,28,1,2021-12-05,0.4,approved,19.0
182,Alpixzca,0,1,0,0,0,0,0,0,0,54,27.0,0.004,463.0,824.0,False,09/15/2020,0,4,6,0,2021-11-23,0.081,not_requested,27.0
183,Alt Fashion Squad,1,0,0,0,0,0,0,0,0,92,52.0,0.08,192.0,99.0,False,11/13/2021,11,10,36,4,2021-10-09,1.2350000000000003,not_requested,0.0
184,Alt-Coin Card Collection | KriptoKrazed,0,0,0,0,0,0,1,0,0,9,3300.0,0.002,6755.0,12.0,False,07/28/2021,601,118,430,20,2021-08-15,0.0587245754140802,approved,7.0
185,Alternative Habitats,0,0,0,0,1,0,0,0,0,11,2.0,0.11,700.0,594.0,False,08/20/2012,2,7,32,2,2021-11-19,0.11,not_requested,0.0
186,Alto city,1,0,0,0,0,0,0,0,0,4200,854.0,0.018,20626.0,104.0,False,03/07/2021,342,345,370,9,2021-08-28,2.123000000000001,approved,1309.0
187,Alzena,1,0,0,0,0,0,0,0,0,25,21.0,0.06,4969.0,3860.0,False,06/30/2018,17,10,89,2,2021-10-01,0.24,not_requested,1.0
188,Amazing Devya - Artwork,1,0,0,0,0,0,0,0,0,27,25.0,0.01,1231.0,944.0,False,05/17/2021,5,2,15,2,2021-04-30,0.355,not_requested,56.0
189,Amber Vittoria's Alphabet Collection,1,0,0,0,0,0,0,0,0,260,128.0,0.202,17667.0,3903.0,False,08/18/2010,27,32,146,10,2021-08-24,6.296400000000002,verified,38.0
190,AmbieNFT,0,0,0,1,0,0,0,0,0,35,25.0,0.685,1836.0,1388.0,False,08/18/2021,4,9,35,5,2021-09-14,1.08075,approved,100.0
191,American Football 2021-2022,0,0,0,0,0,1,0,0,0,166,12.0,0.001,39.0,36.0,False,04/23/2021,1,1,3,0,2021-05-04,0.004,not_requested,2.0
192,American Football Polygon,0,0,0,0,0,1,0,0,0,151,51.0,0.001,39.0,36.0,False,04/23/2021,1,1,3,0,2021-07-23,0.0391,not_requested,2.0
193,Among us Character Series,0,1,0,0,0,0,0,0,0,528,67.0,0.001,434.0,1115.0,False,11/10/2021,2,6,8,1,2021-11-27,0.075849,not_requested,0.0
194,Amuletum,0,1,0,0,0,0,0,0,0,13,9.0,0.04,1530.0,898.0,False,04/14/2021,6,7,28,2,2021-09-16,0.25,not_requested,0.0
195,An Appealing Collection of Horrific Things,1,0,0,0,0,0,0,0,0,35,21.0,0.7,1965.0,1162.0,False,03/09/2021,18,12,67,4,2021-08-26,0.855,not_requested,0.0
196,An Endless Summer,0,0,0,0,1,0,0,0,0,15,2.0,0.35,4887.0,2740.0,False,10/12/2008,8,11,54,1,2021-12-06,1.0499999999999998,not_requested,0.0
197,An Ethereal World,0,0,0,0,1,0,0,0,0,20,4.0,0.1,394.0,590.0,False,12/03/2011,2,8,8,1,2021-09-04,0.3,not_requested,17.0
198,Analog Doll,0,1,0,0,0,0,0,0,0,71,35.0,0.02,10734.0,5753.0,False,06/08/2011,99,69,108,34,2021-11-01,0.425,not_requested,0.0
199,Anatolian Nights,0,0,0,0,1,0,0,0,0,9,5.0,0.2,11728.0,3714.0,False,06/19/2019,2,22,41,1,2021-11-20,0.6000000000000001,not_requested,22.0
200,Anatomy Shapes,1,1,0,0,0,0,0,0,0,45,164.0,0.025,12102.0,2427.0,False,07/02/2020,32,20,123,4,2021-05-22,0.08,approved,36.0
201,Ancient Cats Club,0,1,0,0,0,0,0,0,0,2800,1700.0,0.01,7024.0,13.0,False,11/17/2021,3214,3390,3617,177,2021-11-27,2.939689999999998,approved,188.0
202,Ancient Sovereign,1,0,0,0,0,0,0,0,0,11,9.0,0.35,5115.0,565.0,False,05/14/2020,41,10,232,1,2021-04-01,0.9000000000000001,not_requested,0.0
203,Ancient message,1,0,0,0,0,0,0,0,0,206,190.0,0.001,143.0,384.0,False,08/29/2021,4,3,13,3,2021-08-26,0.068428,not_requested,27.0
204,Andro Genies,1,0,0,0,0,0,0,0,0,25,14.0,0.02,235.0,191.0,False,12/01/2010,3,9,11,4,2021-05-29,0.048,not_requested,52.0
205,Andy Borphol,0,1,0,0,0,0,0,0,0,2000,964.0,0.01,6787.0,35.0,False,08/28/2021,41,35,104,12,2021-09-24,0.6207000000000001,verified,48.0
206,Andy Warhol's Pantry Tokens,1,0,0,0,0,0,0,0,0,60,19.0,0.1,11817.0,4717.0,False,10/23/2011,3,6,36,1,2021-11-06,0.499,not_requested,0.0
207,Angel Baby Hit Squad by Fettuccine & Team,0,1,0,0,0,0,0,0,0,5000,1300.0,0.062,6449.0,699.0,False,07/14/2021,70,17,180,17,2021-11-11,2.780899999999999,not_requested,233.0
208,Angelic Engineering,1,0,0,0,0,0,0,0,0,17,2.0,0.14,52.0,186.0,False,02/18/2015,3,2,5,1,2021-08-01,0.18,not_requested,0.0
209,Angry Ape Army,0,1,0,0,0,0,0,0,0,3300,1200.0,2.45,5465.0,37.0,False,10/12/2021,201,157,269,24,2021-11-18,1008.6955275000008,approved,386.0
210,Angry Ape Four Eyes Club,0,1,0,0,0,0,0,0,0,218,8.0,0.01,1122.0,58.0,False,07/26/2021,3,10,16,4,2021-09-06,0.01,not_requested,175.0
211,Angry Boars,0,1,0,0,0,0,0,0,0,10000,3400.0,0.03,17862.0,1084.0,False,07/31/2021,133,55,259,20,2021-09-14,14.922819999999978,approved,238.0
212,Angry Dudez OG,0,1,0,0,0,0,0,0,0,51,17.0,0.03,648.0,2099.0,False,03/29/2021,3,5,11,2,2021-08-16,0.03,not_requested,13.0
213,Angry Gorilla Club,0,0,0,0,0,0,0,1,0,38,29.0,0.049,4019.0,22.0,False,05/03/2014,193,202,215,4,2021-12-03,1.0446000000000002,not_requested,40.0
214,Angry Meerkats,0,1,0,0,0,0,0,0,0,7600,2100.0,0.037,17862.0,1084.0,False,07/31/2021,133,55,259,20,2021-10-30,12.589108999999976,approved,236.0
215,Angry Natives,0,1,0,0,0,0,0,0,0,326,174.0,0.07,218.0,52.0,False,11/21/2021,14,10,41,5,2021-12-05,19.339158000000054,approved,10.0
216,Angry Rhinos,1,0,0,0,0,0,0,0,0,164,39.0,0.004,637.0,1478.0,False,11/25/2021,10,4,21,5,2021-11-28,0.2588000000000001,not_requested,13.0
217,Angry Skull Universe,1,0,0,0,0,0,0,0,0,49,62.0,0.003,410.0,559.0,False,10/14/2013,16,19,17,2,2021-12-13,0.17382,not_requested,0.0
218,Ani Mkhitaryan,1,0,0,0,0,0,0,0,0,27,23.0,0.03,3181.0,2408.0,False,10/11/2020,10,31,33,4,2021-09-21,4.52,not_requested,0.0
219,Animal Assassins,0,1,0,0,0,0,0,0,0,3000,278.0,0.023,1413.0,593.0,False,09/27/2021,726,731,744,14,2021-10-01,3.612731430000004,approved,88.0
220,Animal Coloring Book,1,0,0,0,0,0,0,0,0,938,456.0,0.1,179.0,5.0,False,08/29/2021,2,2,15,1,2021-08-31,1.023801,verified,17.0
221,Animal Society,0,1,0,0,0,0,0,0,0,7800,3600.0,0.02,11206.0,481.0,False,09/11/2021,61,147,130,9,2021-10-19,7.230067999999989,approved,254.0
222,Animal Society OG 300,0,1,0,0,0,0,0,0,0,290,245.0,0.05,11206.0,481.0,False,09/11/2021,61,147,130,9,2021-09-30,1.0690000000000004,not_requested,21.0
223,Animal creator planet,1,0,0,0,0,0,0,0,0,37,12.0,0.02,1568.0,660.0,False,05/18/2021,1,10,46,0,2021-09-01,0.18,not_requested,0.0
224,Animal walk,1,0,0,0,0,0,0,0,0,5,3.0,0.1,2007.0,1541.0,False,07/21/2021,2,15,59,1,2021-09-20,0.1,not_requested,0.0
225,Animalian Characters,0,1,0,0,0,0,0,0,0,18,18.0,0.075,2523.0,396.0,False,09/30/2021,6,11,54,2,2021-11-11,0.4677,not_requested,0.0
226,Animals Voxels,0,1,0,0,0,0,0,0,0,32,5.0,0.01,666.0,606.0,False,10/24/2021,63,10,95,3,2021-10-24,0.132,not_requested,61.0
227,AnimalsPunks V2,0,1,0,0,0,0,0,0,0,10000,1700.0,0.027,4283.0,346.0,False,08/09/2021,205,190,222,4,2021-09-11,21.474084919099862,approved,144.0
228,Animalsdz,1,0,0,0,0,0,0,0,0,9,2.0,0.02,53.0,391.0,False,07/02/2021,1,1,2,0,2021-07-02,0.02,not_requested,0.0
229,Animated Nouns,0,1,0,0,0,0,0,0,0,51,23.0,0.9,150.0,9.0,False,08/26/2021,7,2,18,1,2021-09-03,0.01,not_requested,77.0
230,AnimationParty,1,0,0,0,0,0,0,0,0,143,11.0,0.002,200.0,530.0,False,07/10/2021,25,3,30,4,2021-07-17,0.0139999999999999,not_requested,49.0
231,Anime Punks,1,1,0,0,0,0,0,0,0,1000,294.0,0.08,1573.0,343.0,False,04/09/2021,26,30,33,3,2021-02-23,8.299799999999998,approved,660.0
232,AnimeGirlsClub,0,1,0,0,0,0,0,0,0,2900,44.0,0.007,86.0,2.0,False,01/03/2022,24,21,26,1,2021-09-04,0.0242,approved,77.0
233,AnimeMeme,0,1,0,0,0,0,0,0,0,11,2.0,0.01,145.0,141.0,False,11/13/2021,3,2,14,3,2021-11-13,0.02,not_requested,7.0
234,Animetas,0,1,0,0,0,0,0,0,0,10100,4000.0,0.21,35091.0,360.0,False,06/14/2021,1792,1757,1953,24,2021-07-30,1074.217873251907,verified,713.0
235,Anna Koval,1,0,0,0,0,0,0,0,0,42,2.0,0.03,3.0,20.0,False,02/21/2021,0,6,50,0,2021-03-19,0.005,not_requested,80.0
236,Anna Zhilyaeva,1,0,0,0,0,0,0,0,0,672,64.0,0.253,23523.0,281.0,False,03/09/2017,159,81,887,26,2021-02-01,1.022,verified,0.0
237,Anon Deck,0,0,0,0,0,0,1,0,0,55,31.0,0.6,11885.0,102.0,False,07/05/2021,42,56,98,3,2021-10-20,0.018,not_requested,0.0
238,AnonymiceBreeding,0,1,0,0,0,0,0,0,0,3500,1400.0,0.44,15920.0,624.0,False,09/03/2021,65,49,216,19,2021-10-15,267.8181124051084,approved,984.0
239,Anonymous Nobody Official (2021),1,0,0,0,0,0,0,0,0,268,53.0,0.01,11022.0,2867.0,False,02/08/2018,3,5,24,0,2020-12-31,0.262,approved,19.0
240,AnthroWeed,0,1,0,0,0,0,0,0,0,75,19.0,0.004,707.0,1999.0,False,11/14/2021,17,8,69,4,2021-11-16,0.0628,not_requested,0.0
241,Anthropomorphic animals and birds,1,0,0,0,0,0,0,0,0,108,79.0,0.001,109.0,268.0,False,06/02/2020,8,3,20,2,2021-10-06,0.01029559,not_requested,9.0
242,Anthropomorphic dog collection,1,0,0,0,0,0,0,0,0,7,7.0,0.045,920.0,721.0,False,10/17/2021,3,8,36,1,2021-10-31,0.04,not_requested,0.0
243,Anti CryptoPunks,0,1,0,0,0,0,0,0,0,10000,496.0,0.004,657.0,169.0,False,12/13/2021,161,162,169,5,2021-12-01,1.2903987057799997,not_requested,99.0
244,Anti-Gravity,0,1,0,0,0,0,0,0,0,152,41.0,0.025,1074.0,1554.0,False,08/16/2021,27,17,89,6,2021-08-16,0.025,not_requested,264.0
245,Antimasks,0,1,0,0,0,0,0,0,0,1600,494.0,0.015,1761.0,253.0,False,04/03/2021,457,465,654,36,2021-04-26,0.388731329192866,approved,40.0
246,Antiverse NFT,0,1,0,0,0,0,0,0,0,826,394.0,0.04,6171.0,0.0,False,11/11/2021,50,59,60,3,2021-12-01,0.964,not_requested,313.0
247,Antoni Tudisco,1,0,0,0,0,0,0,0,0,897,110.0,0.25,9379.0,900.0,True,09/03/2011,99,45,978,12,2021-05-13,5.790789999999999,verified,0.0
248,AnunnakiZ NFT,0,1,0,0,0,0,0,0,0,59,98.0,0.02,1224.0,132.0,False,07/18/2021,54,16,52,3,2021-08-28,0.17,not_requested,37.0
249,Anxiety Abstractions,1,0,0,0,0,0,0,0,0,7,2.0,0.02,720.0,375.0,False,06/01/2017,8,2,10,2,2021-10-13,0.04,not_requested,0.0
250,Ape Fest 2021 - The Warehouse Party,0,0,0,0,1,0,0,0,0,30,3.0,0.15,7000.0,1765.0,True,02/21/2009,155,616,481,243,2021-11-06,0.15,not_requested,0.0
251,Ape Gang Old,0,1,0,0,0,0,0,0,0,10000,1900.0,0.32,39580.0,1034.0,False,05/04/2021,170,84,363,29,2021-05-04,83.14026000000001,verified,149.0
252,Ape Harbour Hoodies,0,1,0,0,0,0,0,0,0,3,2200.0,0.013,10250.0,1214.0,False,06/03/2021,29,21,130,2,2021-09-19,0.1332,not_requested,3.0
253,Ape Harbour Yachts,0,1,0,0,0,0,0,0,0,7800,2500.0,0.039,10250.0,1214.0,False,06/03/2021,29,21,130,2,2021-07-25,25.952908999999984,verified,96.0
254,Ape Harmony Monster Club,1,0,0,0,0,0,0,0,0,1100,503.0,0.65,3232.0,70.0,False,10/27/2021,55,44,106,8,2021-11-01,190.2913799990001,approved,221.0
255,Ape Island - Season 1,0,0,0,0,0,0,0,0,1,757,79.0,0.2,5059.0,1.0,False,01/26/2021,48,21,85,8,2021-03-23,1.590311034080988,verified,47.0
256,Ape Island - Season 2,0,1,0,0,0,0,0,0,1,1100,74.0,0.05,5059.0,1.0,False,01/26/2021,48,21,85,8,2021-03-26,0.125,not_requested,65.0
257,Ape Monster,0,1,0,0,0,0,0,0,0,86,3100.0,0.005,827.0,2612.0,False,11/23/2021,10,6,20,2,2021-11-23,0.288339421107405,not_requested,172.0
258,Ape Pix Society,0,1,0,0,0,0,0,0,0,30,4.0,0.01,145.0,101.0,False,01/26/2019,3,5,12,3,2021-12-09,0.02,not_requested,9.0
259,Ape Traders (Official),0,1,0,0,0,0,0,0,0,510,281.0,0.023,6076.0,1.0,False,09/27/2021,236,269,274,7,2021-11-16,1.1470000000000002,not_requested,102.0
260,Ape-In Productions,0,0,0,0,0,0,0,1,0,1,1600.0,0.219,9385.0,37.0,False,06/01/2021,193,74,790,82,2021-11-16,37.82173999999999,approved,12.0
261,Aped Punks,0,1,0,0,0,0,0,0,0,1000,556.0,0.02,2171.0,283.0,False,06/24/2021,14,6,36,2,2021-07-09,0.3905,approved,69.0
262,Apes 3D,0,0,0,0,0,0,0,1,0,1000,457.0,0.19,5988.0,994.0,False,05/22/2021,332,361,390,62,2021-05-19,17.548900000000003,verified,183.0
263,Apes In Space NFT,0,1,0,0,0,0,0,0,0,10000,6700.0,0.099,20546.0,1.0,False,11/22/2021,2487,2389,3081,154,2021-12-05,242.26692087704387,approved,130.0
264,Apes Stand Together,1,0,0,0,0,0,0,0,0,827,596.0,0.62,238771.0,0.0,False,01/15/2021,594,232,2298,95,2021-08-17,20.236000000000004,approved,11.0
265,Apes With Lasers NFT,0,1,0,0,0,0,0,0,0,647,495.0,0.03,401.0,36.0,False,03/01/2021,41,4,21,3,2021-04-23,0.027,not_requested,46.0
266,Apesthetics x MetaFactory,1,0,0,0,0,0,0,0,0,1,159.0,0.54,15781.0,461.0,False,10/20/2019,28,10,167,10,2021-10-23,2.8787,not_requested,3.0
267,Apex Optimizers Official,0,0,0,0,0,0,0,1,0,581,279.0,0.099,3044.0,560.0,False,10/08/2021,765,25,1182,4,2021-12-02,5.752359999999999,not_requested,94.0
268,"Aphrodite, The goddess!",0,1,0,0,0,0,0,0,0,11,2.0,0.02,67.0,129.0,False,07/23/2021,30,2,27,2,2021-08-07,0.02,not_requested,18.0
269,Apocalypse Art - Meeings,1,0,0,0,0,0,0,0,0,24,8.0,1.4,1537.0,1758.0,False,08/06/2021,4,3,19,1,2021-09-18,7.5,not_requested,2.0
270,Apocalypse- A Dance of Ice and Fire,0,0,0,0,1,0,0,0,0,41,28.0,0.5,8765.0,986.0,False,11/06/2013,41,63,351,4,2021-09-03,0.5,not_requested,3.0
271,Apparitions vol.1,1,0,0,0,0,0,0,0,0,5,13.0,0.02,1196.0,661.0,False,04/30/2021,35,20,140,2,2021-05-25,0.04,not_requested,4.0
272,Appoachables,0,1,0,0,0,0,0,0,0,450,7.0,0.01,1372.0,487.0,False,09/05/2021,25,21,26,3,2021-09-12,0.02,not_requested,65.0
273,Approving Corgis,0,1,0,0,0,0,0,0,0,4800,1600.0,0.045,11858.0,1031.0,False,06/24/2021,248,130,742,10,2021-09-03,9.597659999999989,approved,433.0
274,Aqua Aerials,0,0,0,0,1,0,0,0,0,50,2.0,0.1,590.0,685.0,False,05/09/2012,5,9,26,3,2021-10-02,0.1,not_requested,0.0
275,Arab Premium Club,0,1,0,0,0,0,0,0,0,100,3.0,0.01,88.0,17.0,False,05/13/2021,16,14,25,1,2021-11-30,0.5800000000000001,not_requested,8.0
276,Arabian Camels,0,1,0,0,0,0,0,0,0,12000,3100.0,0.065,6092.0,138.0,False,05/21/2021,39,30,83,8,2021-05-20,60.064536824936,verified,215.0
277,ArabianPunks,1,1,0,0,0,0,0,0,0,100,40.0,0.234,1905.0,1162.0,False,02/21/2021,34,9,57,5,2021-02-21,1.57,approved,135.0
278,ArcadeNFT,0,1,0,0,0,0,0,0,0,6100,3100.0,0.05,7356.0,780.0,False,03/01/2021,19,9,75,5,2021-08-13,43.69292199989995,verified,66.0
279,ArcadeNFT - ToadRunnerz,0,0,0,0,0,0,0,1,0,4800,3200.0,0.02,7356.0,780.0,False,03/01/2021,19,9,75,5,2021-10-14,1.85783,approved,32.0
280,Arcadians by OPGames,0,1,0,0,0,0,0,0,0,3700,695.0,0.03,3415.0,272.0,False,07/31/2021,88,87,114,19,2021-10-19,2.8398000000000017,not_requested,689.0
281,Arcane Characters,0,1,0,0,0,0,0,0,0,133,117.0,0.001,15.0,35.0,False,08/08/2014,0,2,5,2,2021-11-13,0.109483,not_requested,9.0
282,Archi Postcards,0,1,0,0,0,0,0,0,0,8,10.0,0.05,2540.0,1340.0,False,12/26/2009,18,10,118,3,2021-07-31,0.05,not_requested,0.0
283,Architecture & Culture,1,0,0,0,0,0,0,0,0,33,16.0,0.026,6597.0,2798.0,False,03/26/2021,12,24,78,2,2021-12-11,0.8210000000000002,not_requested,0.0
284,Arcona Digital Land,0,0,0,0,0,0,0,0,1,14200,4300.0,0.08,10627.0,443.0,False,10/21/2017,84,71,183,7,2019-04-26,2.2524,verified,86.0
285,Arcona Domains,0,0,0,0,0,0,0,1,0,7,120.0,0.037,10627.0,443.0,False,10/21/2017,84,71,183,7,2021-04-19,0.033,not_requested,28.0
286,Arctic Dream,0,0,0,0,1,0,0,0,0,14,2.0,0.1,1886.0,1429.0,False,11/19/2017,21,12,136,4,2021-05-18,0.1,not_requested,0.0
287,Arctic Wonders,0,0,0,0,1,0,0,0,0,9,5.0,0.1,1571.0,516.0,False,07/10/2021,6,11,103,2,2021-09-15,0.2,not_requested,0.0
288,Arcus by Rik Oostenbroek,1,0,0,0,0,0,0,0,0,40,30.0,15.0,28997.0,1052.0,False,05/15/2009,5,47,169,3,2021-10-21,67.77525,verified,16.0
289,Armegeddon Ape Club,0,0,0,0,0,0,0,1,0,230,587.0,0.001,2975.0,184.0,False,05/20/2021,416,688,529,18,2021-12-17,0.4964442999999999,not_requested,78.0
290,Army of Madness,1,0,0,0,0,0,0,0,0,10,2.0,0.025,742.0,739.0,False,05/06/2021,13,6,58,3,2021-09-05,0.03,not_requested,0.0
291,Arpeggi Genesis Studio Pass,0,0,0,1,0,0,0,0,0,600,324.0,0.545,5634.0,116.0,False,10/02/2021,50,26,244,73,2021-10-20,35.619899000000004,approved,212.0
292,Arq Skulls,1,0,0,0,0,0,0,0,0,70,49.0,0.49,5826.0,1338.0,False,02/16/2018,3,14,63,1,2021-08-22,1.69,not_requested,33.0
293,Art Apes Club,1,0,0,0,0,0,0,0,0,30,16.0,0.2,87.0,348.0,False,12/10/2021,6,7,18,2,2021-11-14,0.7849999999999999,not_requested,0.0
294,Art Banditz X GC,0,0,0,0,1,0,0,0,0,58,35.0,2.9,1252.0,241.0,False,09/02/2021,9,9,53,3,2021-09-15,2.99,not_requested,9.0
295,Art By Fractual,1,0,0,0,0,0,0,0,0,88,520.0,0.001,466.0,1309.0,False,11/16/2019,5,12,15,4,2021-12-13,0.4212729617021343,not_requested,0.0
296,Art By King Von,1,0,0,0,0,0,0,0,0,1,2.0,0.09,269.0,205.0,False,03/13/2021,6,2,14,1,2021-09-11,0.03,not_requested,0.0
297,Art By Urooj,1,0,0,0,0,0,0,0,0,4,3.0,0.066,758.0,1009.0,False,05/18/2015,20,37,186,5,2021-10-01,0.066,not_requested,0.0
298,Art Girls #,1,0,0,0,0,0,0,0,0,370,31.0,0.004,6.0,1.0,False,12/09/2021,0,1,2,0,2021-10-20,0.143727,not_requested,0.0
299,Art Kung-fu Girl collection,1,0,0,0,0,0,0,0,0,30,21.0,0.12,1831.0,985.0,False,11/20/2020,58,7,304,6,2021-11-06,1.87,not_requested,14.0
300,Art Of Colors NFT.,0,1,0,0,0,0,0,0,0,225,4.0,0.001,90.0,1480.0,False,11/30/2021,1,1,3,1,2021-12-15,0.153,not_requested,0.0
301,Art Paste,1,0,0,0,0,0,0,0,0,169,60.0,0.001,77.0,224.0,False,01/14/2015,2,1,2,0,2021-09-10,0.002881,not_requested,7.0
302,Art Universe Mandalas,1,0,0,0,0,0,0,0,0,466,9.0,0.005,1.0,13.0,False,10/23/2021,1,0,1,1,2021-10-31,0.005,not_requested,0.0
303,Art by 500ETH,1,0,0,0,0,0,0,0,0,10,18.0,0.05,6698.0,1157.0,False,02/13/2021,5,10,51,1,2021-07-18,0.4499999999999999,not_requested,0.0
304,Art by Angel Rivas,1,0,0,0,0,0,0,0,0,151,110.0,0.008,3802.0,2774.0,False,03/17/2020,6,8,29,3,2021-05-29,0.1714,approved,14.0
305,Art by Eugene Gorbachenko,1,0,0,0,0,0,0,0,0,405,7.0,0.003,855.0,1994.0,False,03/15/2018,2,1,12,2,2021-09-07,0.4575000000000002,not_requested,0.0
306,Art by Gabe Weis,1,0,0,0,0,0,0,0,0,103,543.0,0.347,21533.0,3158.0,False,05/20/2010,176,174,575,16,2021-02-28,31.42089999999997,verified,0.0
307,Art by Joyquintas,1,0,0,0,0,0,0,0,0,187,98.0,0.04,4797.0,1921.0,False,06/21/2021,16,17,59,3,2021-06-15,0.284,not_requested,0.0
