,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Collections_Links,Items,Owners,Floor_Price,Twitter_Links
484,Acolytes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/acolytes,152,54.0,0.06,https://twitter.com/AcolytesNFT
485,Acoustic Music - Rino Tirri,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/acousticmusic,7,3.0,0.098,https://www.twitter.com/someone_cool10
486,Acquisition Royale,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/acquisition-royale,2100,1600.0,0.003,https://www.twitter.com/AcqRoyale
487,Acquisition Royale Consumables,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/acquisition-royale-consumables,3,656.0,0.1,https://www.twitter.com/AcqRoyale
491,Across Time,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/across-time,13,2.0,0.25,https://www.twitter.com/alistairkeddie
494,Action Bears,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/action-bears,3,1.0,0.007,https://www.twitter.com/Actionbearsnft
503,Actor Punks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/actor-punks,251,25.0,0.03,https://www.twitter.com/Mikkels3nNiclas
505,AdabianCoigne,0,0,1,0,0,0,0,0,1,https://opensea.io/collection/adabiancoigne,3,1.0,0.958,https://www.twitter.com/wireddifferent
507,Adam Bomb Squad,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/adam-bomb-squad,25000,8300.0,0.33,https://www.twitter.com/AdamBombSquad
508,Adam Hoffman Fine Art Fractals,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ahfractals,22,245.0,0.001,https://twitter.com/ahfractals
509,Adam Lister Studio,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/adamlisterstudio,1000,285.0,0.022,https://twitter.com/AdamListerArt
512,Adapting Elements,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/adapting-elements,50,15.0,0.15,https://twitter.com/CCSEYESS
515,Ade's Press (2),1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ademc,26,3.0,0.006,https://www.twitter.com/ademcocampbell
516,Ade's Press (Polygon),1,0,0,0,0,0,0,0,0,https://opensea.io/collection/adespolypress,7,2.0,0.04,https://www.twitter.com/ademcocampbell
517,Adelia's Digital Paintings,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/adelia-digital-paintings,3,3.0,0.045,https://twitter.com/adeliahhx_
522,Adofo - X,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/adofo-x-3,16,1.0,0.095,https://www.twitter.com/AdofoX_NFT
523,Adofo-X,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/adofo-x,976,418.0,0.17,https://twitter.com/AdofoX_NFT
530,Adorable Delights,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/adorable-delights,150,2.0,0.01,https://www.twitter.com/adorable_delights
533,Adriatic Vibes,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/adriatic-vibes,12,1.0,0.075,https://twitter.com/MichaelAndrePh
537,Adult Fantasy: Season 1,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/adultfantasy,2200,422.0,0.049,https://www.twitter.com/AdultFantasyNFT
539,Adventure Lands: Grimwood Forest,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/grimwood-forest,100,1.0,0.5,https://www.twitter.com/@dventurelands
541,Adventure Photography by ENVISLZ,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/adventure-photography-envislz,1,1.0,0.15,https://twitter.com/envislz
543,Adventure of Pepe,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/pepe-world,5,2.0,0.1,https://twitter.com/munnajast
550,Aerial Aesthetics,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aerial-aesthetics,22,3.0,0.15,https://www.twitter.com/Wuestenigel
551,Aerial Art Editions,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aerial-art-editions,1,29.0,0.07,https://www.twitter.com/@cafromthesky
552,Aerial Art by CA From The Sky,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aerialartbycafromthesky,50,37.0,0.15,https://twitter.com/cafromthesky
553,Aerial Dreamscapes,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aerial-dreamscapes,40,34.0,0.2,https://twitter.com/MerrWatson
555,Aerial Flight NFTs,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/aerialflight,1,1.0,0.1,https://www.twitter.com/RabidArtWork
556,Aerial Loops by Dennis Schmelz,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aerialloops,10,4.0,0.2,https://twitter.com/DennisSchmelz
558,Aerial Variance,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aerial-variance,50,8.0,0.07,https://twitter.com/cafromthesky
560,Aeriinim,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aeriinim,435,2600.0,0.001,https://twitter.com/aeriinim
565,Aesthetic Subliminal Spaces,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/tropical-pool,2,1.0,0.008,https://www.twitter.com/ImAzamatBagatov
567,Aesthetic of Concrete,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aestheticofconcrete,7,1.0,0.25,https://www.twitter.com/harveyjones
571,Aether,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/aether,788,328.0,0.69,https://twitter.com/aether_city
572,Aetherworlds,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aetherworlds,101,6.0,0.003,https://www.twitter.com/darketstormy
573,Aethir Wars,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aethirwars,580,160.0,0.05,https://twitter.com/AethirWars
574,Affe mit Waffe,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/affe-mit-waffe,92,67.0,8.0,https://twitter.com/RealVisionBot
582,Africa The Motherland,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/africathemotherland,5,1.0,0.1,https://www.twitter.com/kaysha
590,African people,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/african-people,27,14.0,0.001,https://twitter.com/hassankhayii
593,Afro Cosmic Spirit Dancer,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/afro-cosmic-spirit-dancer,4,3.0,0.008,https://twitter.com/chantmagick
594,Afro-renaissance,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/afro-renaissance,10,2.0,1.0,https://www.twitter.com/richallela
595,AfroDroids By Owo,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/afrodroids-by-owo,12100,3600.0,0.01,https://www.twitter.com/AfroDroids
596,Afrodroid Legends,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/afrodroid-legends,14,34.0,0.025,https://twitter.com/AfrodroidLegend
597,Afromask,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/afromask,102,68.0,0.6,https://www.twitter.com/fanuel_leul_
600,Afterlife ID,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/afterlife-id,1300,660.0,0.03,https://www.twitter.com/impermanentID
609,Age of Empires NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/age-of-empires-nft,109,29.0,0.01,https://twitter.com/aoe_nft
619,Agent Giraffe Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/agentgiraffeclub,3000,10.0,0.001,https://twitter.com/trendhubnft
620,Agent1,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/agent1,4500,939.0,0.018,https://twitter.com/Agent1XYZ
622,Aging Crypto Buddha,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/agingcryptobuddha,27,22.0,0.03,https://twitter.com/aakizukii
628,Ai Chans White Winter,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aichanswhitewinter,4,2.0,0.08,https://twitter.com/Ai_Chan_Bot
631,Ai Primates,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/aiprimates,850,265.0,0.008,https://twitter.com/aiprimates
634,AiAvatars,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/aiavatars,418,294.0,0.005,https://twitter.com/AiAvatars
636,AiCandy,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aicandy,273,103.0,0.015,https://twitter.com/AiCandyman
639,AichakoB SIMPLE DESIGN,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aichakob-simple-design,27,4.0,0.007,https://www.twitter.com/AichakoB
642,Aika Virtual DJ NFTbeats,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/aikavrdj,1,1.0,0.05,https://www.twitter.com/AikaVrdj
646,Ailings,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/ailings,25,1.0,0.001,https://www.twitter.com/Pan69420
648,Ain't No Mountain High Enough,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aint-no-mountain-high-enough,16,1.0,0.01,https://twitter.com/boredandpraised
649,Ain't no sunshine by Nadine Sieber - A moody Street Photography Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/a-n-s,32,8.0,0.077,https://twitter.com/NadineSPictures
651,Air Jordan 1 *,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/jordanxxx,149,1.0,0.023,https://twitter.com/ultra0034
659,AirDoddyNFT Collection,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/airdoddynft,3,2.0,0.15,https://twitter.com/ConciergeDoddy
662,Airbits,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/airbits,165,111.0,0.3,https://twitter.com/pilotraders
664,Aircoins Metaverse,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/aircoins-metaverse,812,209.0,0.1,https://www.twitter.com/AIRCOINS_app
674,Akane's Toy Store,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/akane-toy-store,6,25.0,0.005,https://twitter.com/akanexinfo
676,Akatsuki_NFTs,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/akatsukinfts,10,2.0,0.025,https://www.twitter.com/CryptoToonsNFTs
677,Akhil Sesh - The Warp Speed,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/the-warp-speed,40,25.0,1.0,https://twitter.com/AkhilSesh
679,Akihabara Station and its surroundings (Electric Town),0,0,0,0,0,0,0,1,0,https://opensea.io/collection/akihabaraelectrictown,2,1.0,0.01,https://www.twitter.com/RyotaTokuda
683,AlEx The Alkimist,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/alexthealkimist,1200,267.0,0.1,https://www.twitter.com/AlExTheAlkimist?s=20
685,Alabama Nick,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/alabama-nick,13,1.0,1.0,https://www.twitter.com/alabama_nick
691,Alatelecoin Airdrop Eligible Pass,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/alatelecoin-airdrop-eligible-pass,10000,9900.0,0.001,https://twitter.com/ApeNft
693,Alba Berlin,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/albaberlin,17,1.0,0.3,https://www.twitter.com/albaberlin
694,Alba Dubh,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alba-dubh-dark-scotland,24,5.0,0.2,https://www.twitter.com/@alistairkeddie
704,Alchemist Crucible v1,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/alchemist-crucible-v1,9700,8000.0,0.029,https://www.twitter.com/crucibleNFT
707,Alejandro & Taylor - Mirage Gallery,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/mirage-gallery,128,68.0,0.35,https://twitter.com/miragegalleryai
708,Alembic League of Crucible Holders (ALCH),1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alch,25,19.0,0.333,https://www.twitter.com/cybertoothk
711,Alessio Miraglia NFT Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alessiomiraglianft,9,3.0,0.015,https://www.twitter.com/alessiomiragli4
715,Alex Lavrov Art,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/psychologicalsymbolism,76,140.0,0.04,https://www.twitter.com/AlexLavrovArt
716,Alex Qian - Chicago Origins - Collection of 50 Unique Stories,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/chicago-origins-collection,50,36.0,0.15,https://twitter.com/_alexqian
717,Alex Qian - Creative Evolutions - Collection of 50 Unique Adventures,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/creative-evolutions,50,32.0,0.22,https://twitter.com/_alexqian
718,Alex Solis,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alex-solis,981,87.0,0.099,https://www.twitter.com/alexmdc7
729,Alice Through the Looking Glass,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alice-through-the-looking-glass,41,15.0,0.003,https://www.twitter.com/_aspiringcat
731,Alien Ape Mining Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-ape-mining-club,1100,370.0,0.003,https://twitter.com/BoredMining
732,Alien Archetypes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-archetypes,247,45.0,0.01,https://www.twitter.com/AlienArchetypes
734,Alien Avatar,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alien-avatar,290,118.0,0.05,https://www.twitter.com/alienavatargang
737,Alien Crypto Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-crypto-club,206,17.0,0.06,https://twitter.com/AlienClubCrypto
741,Alien Fantasy Worlds,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alien-fantasy-worlds,10,4.0,0.013,https://twitter.com/sixeggz9
742,Alien Frens Pixel Meta,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alienfrenspixelmeta,2,5.0,0.008,https://twitter.com/Alienfrensdoodl
744,Alien Gang Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aliengangnft,1200,11.0,0.001,https://twitter.com/aliengangnft
745,Alien Genesys,1,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-genesys,333,236.0,0.04,https://www.twitter.com/aimakerlabs
747,Alien Insects by Shvembldr,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alien-insects-by-shvembldr,1000,445.0,0.285,https://www.twitter.com/Shvembldr
750,Alien Punkz,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-punkz,127,12.0,0.016,https://www.twitter.com/AlienPunkz
751,Alien Schumanoids,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alien-schumanoids,10000,2.0,0.012,https://twitter.com/DaveSchuman
754,Alien Terrors Trading Cards - Gary Wray Originals,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/alien-terrors,8,3.0,0.65,https://www.twitter.com/garywray9
755,Alien Token,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alien-token,8800,7.0,0.001,https://twitter.com/DAF_account
757,Alien Wizard Early Works,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alienwizardearlyworks,11,5.0,0.015,https://www.twitter.com/@alienwizardnft
759,Alien light,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alienlight,16,10.0,0.001,https://twitter.com/AlienversArtist
761,AlienAlliances,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alienalliances,28,4.0,0.06,https://www.twitter.com/alienalliance__
768,Aliens Nation NFT,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/aliens-nation-nft,9000,340.0,0.001,https://www.twitter.com/AliensNationNFT
774,Alisha Anglin Art,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alisha-anglin,112,39.0,0.08,https://twitter.com/AlishaAnglinArt
778,All Around Artsy,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/all-around-artsy,35,85.0,0.15,https://www.twitter.com/allaroundartsy
787,All Punks,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/all-punks,195,16.0,0.005,https://twitter.com/allpunksnft
790,All Star Jersey's,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/allstarjerseys,10,1.0,0.04,https://www.twitter.com/switchtoindia
805,All things EE!,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/economicsexplained,157,9.0,0.99,https://www.twitter.com/EconomicsEx
810,AllStar Punks,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/allstar-punks,104,15.0,0.024,https://www.twitter.com/cryptopixelpunk
811,AllStarFreaks,0,0,0,0,0,1,1,0,0,https://opensea.io/collection/allstarfreaks,603,217.0,0.23,https://twitter.com/AllStarFreaks
817,Alley Cat Alliance,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alleycatalliance,10000,6.0,0.002,https://twitter.com/ACats_Alliance
820,Alliance.X,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/partnerships,1,92.0,0.06,https://www.twitter.com/anrkeyx
823,Alluvium,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alluvium,20,1.0,0.1,https://twitter.com/thenomadphoto
826,Almost Fancy Glyphs,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/almost-fancy-glpyhs,2,29.0,0.1,https://www.twitter.com/AlmostFancy
832,AloneKid Matic,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/alonekidmatic,5,139.0,0.001,https://twitter.com/AloneDiop
835,Alpaca City,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alpacacity,25400,1900.0,0.01,https://www.twitter.com/CityAlpaca
836,Alpaca Go Go,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alpacagogo,18,16.0,0.09,https://twitter.com/alpaca_go_go
837,Alpadi,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/apadi,140,1.0,0.02,https://www.twitter.com/apadi885
841,Alpha Girl Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alphagirlclub,8300,3900.0,0.045,https://twitter.com/alphagirlclub
842,Alpha Girl Club Exclusives,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alphaexclusives,1,3600.0,0.007,https://twitter.com/alphagirlclub
843,Alpha League,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alphaleague,100,21.0,0.07,https://www.twitter.com/@alphaleague_nft
845,Alpha-Source,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/alpha-source,10,1.0,0.2,https://twitter.com/JimmyIt13
846,Alpha-Zeta,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alphazeta,27,3.0,0.01,https://www.twitter.com/cedricfangeat
848,AlphaSite,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/alphasite,1,6.0,0.1,https://www.twitter.com/AlphaSite1
851,Alphabet Card Letters of SEWER STORY,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/alphabetcardofsewerstory,26,12.0,0.005,https://www.twitter.com/https://twitter.com/janrayab
852,Alphabet crypto.,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/alphabet-cripto,26,1.0,0.064,https://www.twitter.com/kapley1
853,Alphabetum,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alphabetum,68,5.0,0.005,https://twitter.com/Meg32art93
857,Alpine Glow,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alpine-glow,10,8.0,0.5,https://twitter.com/_courtsjay
859,Alpine Shades,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alpine-shades,58,119.0,0.058,https://twitter.com/wildalps
860,Alpine Textures,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alpine-textures,10,6.0,0.1,https://twitter.com/wildalps
861,Alpixzca,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/alpixzca,54,27.0,0.004,https://twitter.com/alpixzca
864,Alptraumwelt_Creatures,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/alptraumweltcreatures1,16,1.0,0.2,https://twitter.com/ObscureLabsArt
866,Alt Fashion Squad,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alt-fashion-squad,92,52.0,0.08,https://twitter.com/altfashionsquad
867,Alt-Coin Card Collection | KriptoKrazed,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/kkaltcoincards,9,3300.0,0.002,https://www.twitter.com/KriptoKrazed
868,Altcoin Radio HQ V4,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/acrhq,17,3.0,0.05,https://www.twitter.com/Radioaltcoin
870,Altered States - Conceptual Photography,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alteredstatescollection,10,1.0,0.123,https://twitter.com/ArtbyAdidA
874,Alternative Habitats,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/alternative-habitats,11,2.0,0.11,https://twitter.com/JJSkille
879,Alto city,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/altocity,4200,854.0,0.018,https://www.twitter.com/alto_city
883,Alzena,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alzena,25,21.0,0.06,https://twitter.com/nygi_xxv
890,Amazigh Land,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/amazigh-land-by-alexandruchitu,28,8.0,0.25,https://twitter.com/alexandruchitu_
893,Amazing Devya - Artwork,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/amazingdevya-artwork,27,25.0,0.01,https://www.twitter.com/amazingdevya
911,Amber Vittoria's Alphabet Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/amber-vittoria-alphabet-collection,260,128.0,0.202,https://www.twitter.com/@amber_vittoria
912,AmbieNFT,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/ambienft,35,25.0,0.685,https://www.twitter.com/AmbieNft
916,AmeegosOfficialNFT,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/ameegosofficialnft,1400,550.0,0.005,https://twitter.com/AmeegosOfficial
920,American Bald Eagles,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/american-bald-eagles,5,23.0,0.02,https://twitter.com/AndrewMease
922,American Football 2020-2021,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/american-football-v-1,3,2.0,0.003,https://twitter.com/nftnflfun
923,American Football 2021-2022,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/american-football-2021-2022,166,12.0,0.001,https://twitter.com/nftnflfun
926,American Football Polygon,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/american-football-polygon,151,51.0,0.001,https://twitter.com/nftnflfun
927,American Football Psychedelia,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/american-football-psychedelia,9,1.0,0.04,https://www.twitter.com/@JaredBrookman
931,American Millionaire #1 of 1,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/american-millionaire,2,1.0,555.0,https://www.twitter.com/notorious_nft
937,Americano!,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/cafe-americano,10,3.0,0.1,https://www.twitter.com/FamilyBikeClub
938,Ameriga,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/ameriga,7,1.0,0.1,https://www.twitter.com/anhonestboy
944,Among NFT,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/among-nft-us,11,1.0,0.078,https://twitter.com/nft_amongus
947,Among us Character Series,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/among-us-character-series,528,67.0,0.001,https://twitter.com/umutBasa1
953,Amuletum,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/amuletum,13,9.0,0.04,https://twitter.com/makeminimus
958,An Appealing Collection of Horrific Things,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/horrific-things,35,21.0,0.7,https://www.twitter.com/RailaiteR
960,An Endless Summer,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/anendlesssummer,15,2.0,0.35,https://www.twitter.com/missevaphoto
962,An Ethereal World,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/etherealworld,20,4.0,0.1,https://twitter.com/ShayneSkower
966,Anadolu Efes Istanbul,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/anadoluefes,16,1.0,0.3,https://www.twitter.com/AnadoluEfesSK
